"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"3543","•","LULBU","FIX","W17 (AWY-LO)","35,000 / 10,668","11.16002 / 116.53825","89  / 156 nm","","https://flightplandatabase.com/plan/1047153"
"3544","•","PANDI","FIX","W17 (AWY-LO)","35,000 / 10,668","11.63500 / 114.00000","152  / 308 nm","","https://flightplandatabase.com/plan/1047153"
"3545","•","ANOKI","FIX","-","35,000 / 10,668","12.36667 / 113.25000","62  / 370 nm","","https://flightplandatabase.com/plan/1047153"
"3546","•","DAMEL","FIX","-","35,000 / 10,668","13.97833 / 111.51000","140  / 511 nm","","https://flightplandatabase.com/plan/1047153"
"3547","•","VEPAM","FIX","L628 (AWY-LO)","35,000 / 10,668","13.96667 / 110.00000","88  / 599 nm","","https://flightplandatabase.com/plan/1047153"
"3548","•","PCA","VOR","L628 (AWY-LO)","35,000 / 10,668","13.95722 / 109.04250","55  / 654 nm","PHUCAT VOR-DME","https://flightplandatabase.com/plan/1047153"
"3549","•","PK","NDB","G474 (AWY-LO)","35,000 / 10,668","14.00667 / 108.00889","60  / 715 nm","PLEIKU NDB","https://flightplandatabase.com/plan/1047153"
"3550","•","BOMPA","FIX","B202 (AWY-LO)","35,000 / 10,668","14.33333 / 107.40000","40  / 755 nm","","https://flightplandatabase.com/plan/1047153"
"3551","•","PAK","VOR","B202 (AWY-LO)","35,000 / 10,668","15.19667 / 105.73806","109  / 865 nm","PAKSE VOR-DME","https://flightplandatabase.com/plan/1047153"
"3552","•","UBL","VOR","B202 (AWY-LO)","35,000 / 10,668","15.24520 / 104.86592","50  / 915 nm","UBON VOR-DME","https://flightplandatabase.com/plan/1047153"
"3553","•","CMP","VOR","G473 (AWY-LO)","35,000 / 10,668","16.63647 / 101.98483","186  / 1102 nm","CHUM PHAE VOR-DME","https://flightplandatabase.com/plan/1047153"
"3554","•","PSL","VOR","G473 (AWY-LO)","35,000 / 10,668","16.77037 / 100.29131","97  / 1199 nm","PHITSANULOK VOR-DME","https://flightplandatabase.com/plan/1047153"
"3555","•","MAKAS","FIX","G473 (AWY-LO)","29,300 / 8,931","16.83469 / 98.49625","103  / 1303 nm","","https://flightplandatabase.com/plan/1047153"
"3556","•","LATAD","FIX","G473 (AWY-LO)","21,400 / 6,523","17.00133 / 97.87964","36  / 1339 nm","","https://flightplandatabase.com/plan/1047153"
"3557","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","100  / 1440 nm","YANGON INTL","https://flightplandatabase.com/plan/1047153"
"3558","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/138025"
"3559","•","BBB","VOR","-","200 / 61","19.08539 / 72.87536","0  / 0 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/138025"
"3560","•","OPAKA","FIX","G450 (AWY-LO)","35,000 / 10,668","19.63917 / 74.54944","100  / 101 nm","","https://flightplandatabase.com/plan/138025"
"3561","•","MELAX","FIX","L505 (AWY-HI)","35,000 / 10,668","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/138025"
"3562","•","IBELA","FIX","L505 (AWY-HI)","35,000 / 10,668","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/138025"
"3563","•","BUSBO","FIX","L505 (AWY-HI)","35,000 / 10,668","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/138025"
"3564","•","MEPOK","FIX","L301 (AWY-HI)","35,000 / 10,668","18.07019 / 81.99821","231  / 536 nm","","https://flightplandatabase.com/plan/138025"
"3565","•","NOLOV","FIX","-","34,000 / 10,363","18.25701 / 81.99643","11  / 547 nm","","https://flightplandatabase.com/plan/138025"
"3566","•","DORIL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.42594 / 84.21458","144  / 691 nm","","https://flightplandatabase.com/plan/138025"
"3567","•","MEPOL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.66351 / 84.67071","29  / 721 nm","","https://flightplandatabase.com/plan/138025"
"3568","•","BBS","VOR","W41 (AWY-HI)","35,000 / 10,668","20.24478 / 85.81131","73  / 794 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/138025"
"3569","•","BUBKO","FIX","G472 (AWY-HI)","35,000 / 10,668","19.18436 / 88.66403","173  / 968 nm","","https://flightplandatabase.com/plan/138025"
"3570","•","SAGOD","FIX","G472 (AWY-HI)","35,000 / 10,668","17.93006 / 91.99697","204  / 1172 nm","","https://flightplandatabase.com/plan/138025"
"3571","•","PTN","VOR","G472 (AWY-HI)","25,000 / 7,620","16.81461 / 94.77667","172  / 1345 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/138025"
"3572","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1423 nm","YANGON INTL","https://flightplandatabase.com/plan/138025"
"3573","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/138956"
"3574","•","BBB","VOR","-","200 / 61","19.08539 / 72.87536","0  / 0 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/138956"
"3575","•","OPAKA","FIX","G450 (AWY-LO)","35,000 / 10,668","19.63917 / 74.54944","100  / 101 nm","","https://flightplandatabase.com/plan/138956"
"3576","•","MELAX","FIX","L505 (AWY-HI)","35,000 / 10,668","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/138956"
"3577","•","IBELA","FIX","L505 (AWY-HI)","35,000 / 10,668","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/138956"
"3578","•","BUSBO","FIX","L505 (AWY-HI)","35,000 / 10,668","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/138956"
"3579","•","MEPOK","FIX","L301 (AWY-HI)","35,000 / 10,668","18.07019 / 81.99821","231  / 536 nm","","https://flightplandatabase.com/plan/138956"
"3580","•","NOLOV","FIX","-","34,000 / 10,363","18.25701 / 81.99643","11  / 547 nm","","https://flightplandatabase.com/plan/138956"
"3581","•","DORIL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.42594 / 84.21458","144  / 691 nm","","https://flightplandatabase.com/plan/138956"
"3582","•","MEPOL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.66351 / 84.67071","29  / 721 nm","","https://flightplandatabase.com/plan/138956"
"3583","•","BBS","VOR","W41 (AWY-HI)","35,000 / 10,668","20.24478 / 85.81131","73  / 794 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/138956"
"3584","•","BUBKO","FIX","G472 (AWY-HI)","35,000 / 10,668","19.18436 / 88.66403","173  / 968 nm","","https://flightplandatabase.com/plan/138956"
"3585","•","SAGOD","FIX","G472 (AWY-HI)","35,000 / 10,668","17.93006 / 91.99697","204  / 1172 nm","","https://flightplandatabase.com/plan/138956"
"3586","•","PTN","VOR","G472 (AWY-HI)","25,000 / 7,620","16.81461 / 94.77667","172  / 1345 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/138956"
"3587","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1423 nm","YANGON INTL","https://flightplandatabase.com/plan/138956"
"3588","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/156622"
"3589","•","PTN","VOR","-","26,900 / 8,199","16.81461 / 94.77667","78  / 78 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/156622"
"3590","•","SAGOD","FIX","G472 (AWY-HI)","34,000 / 10,363","17.93006 / 91.99697","172  / 251 nm","","https://flightplandatabase.com/plan/156622"
"3591","•","BUBKO","FIX","G472 (AWY-HI)","34,000 / 10,363","19.18436 / 88.66403","204  / 455 nm","","https://flightplandatabase.com/plan/156622"
"3592","•","BBS","VOR","G472 (AWY-HI)","34,000 / 10,363","20.24478 / 85.81131","173  / 628 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/156622"
"3593","•","MEPOL","FIX","W41 (AWY-HI)","34,000 / 10,363","19.66351 / 84.67071","73  / 701 nm","","https://flightplandatabase.com/plan/156622"
"3594","•","DORIL","FIX","W41 (AWY-HI)","34,000 / 10,363","19.42594 / 84.21458","29  / 731 nm","","https://flightplandatabase.com/plan/156622"
"3595","•","NOLOV","FIX","W41 (AWY-HI)","34,000 / 10,363","18.25701 / 81.99643","144  / 875 nm","","https://flightplandatabase.com/plan/156622"
"3596","•","MEPOK","FIX","-","35,000 / 10,668","18.07019 / 81.99821","11  / 886 nm","","https://flightplandatabase.com/plan/156622"
"3597","•","BUSBO","FIX","L301 (AWY-HI)","34,000 / 10,363","19.24951 / 78.12508","231  / 1118 nm","","https://flightplandatabase.com/plan/156622"
"3598","•","IBELA","FIX","L505 (AWY-HI)","34,000 / 10,363","19.37589 / 76.83219","73  / 1192 nm","","https://flightplandatabase.com/plan/156622"
"3599","•","MELAX","FIX","L505 (AWY-HI)","34,900 / 10,638","19.49864 / 75.63236","68  / 1260 nm","","https://flightplandatabase.com/plan/156622"
"3600","•","OPAKA","FIX","L505 (AWY-HI)","28,000 / 8,534","19.63917 / 74.54944","61  / 1322 nm","","https://flightplandatabase.com/plan/156622"
"3601","•","BBB","VOR","G450 (AWY-LO)","7,500 / 2,286","19.08539 / 72.87536","100  / 1422 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/156622"
"3602","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","0  / 1423 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/156622"
"3603","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/469780"
"3604","•","OPAKA","FIX","-","35,000 / 10,668","19.63917 / 74.54944","100  / 100 nm","","https://flightplandatabase.com/plan/469780"
"3605","•","MELAX","FIX","L505 (AWY-HI)","35,000 / 10,668","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/469780"
"3606","•","IBELA","FIX","L505 (AWY-HI)","35,000 / 10,668","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/469780"
"3607","•","BUSBO","FIX","L505 (AWY-HI)","35,000 / 10,668","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/469780"
"3608","•","MEPOK","FIX","L301 (AWY-HI)","35,000 / 10,668","18.07019 / 81.99821","231  / 536 nm","","https://flightplandatabase.com/plan/469780"
"3609","•","NOLOV","FIX","-","35,000 / 10,668","18.25701 / 81.99643","11  / 547 nm","","https://flightplandatabase.com/plan/469780"
"3610","•","DORIL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.42594 / 84.21458","144  / 691 nm","","https://flightplandatabase.com/plan/469780"
"3611","•","MEPOL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.66351 / 84.67071","29  / 721 nm","","https://flightplandatabase.com/plan/469780"
"3612","•","BBS","VOR","W41 (AWY-HI)","35,000 / 10,668","20.24478 / 85.81131","73  / 794 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/469780"
"3613","•","BUBKO","FIX","G472 (AWY-HI)","35,000 / 10,668","19.18436 / 88.66403","173  / 967 nm","","https://flightplandatabase.com/plan/469780"
"3614","•","SAGOD","FIX","G472 (AWY-HI)","35,000 / 10,668","17.93006 / 91.99697","204  / 1172 nm","","https://flightplandatabase.com/plan/469780"
"3615","•","PTN","VOR","G472 (AWY-HI)","16,700 / 5,090","16.81461 / 94.77667","172  / 1344 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/469780"
"3616","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1423 nm","YANGON INTL","https://flightplandatabase.com/plan/469780"
"3617","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/486789"
"3618","•","OPAKA","FIX","-","35,000 / 10,668","19.63917 / 74.54944","100  / 100 nm","","https://flightplandatabase.com/plan/486789"
"3619","•","MELAX","FIX","L505 (AWY-LO)","35,000 / 10,668","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/486789"
"3620","•","IBELA","FIX","L505 (AWY-LO)","35,000 / 10,668","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/486789"
"3621","•","BUSBO","FIX","L505 (AWY-LO)","35,000 / 10,668","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/486789"
"3622","•","MEPOK","FIX","L301 (AWY-LO)","35,000 / 10,668","18.07019 / 81.99821","231  / 536 nm","","https://flightplandatabase.com/plan/486789"
"3623","•","NOLOV","FIX","-","35,000 / 10,668","18.25701 / 81.99643","11  / 547 nm","","https://flightplandatabase.com/plan/486789"
"3624","•","DORIL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.42594 / 84.21458","144  / 691 nm","","https://flightplandatabase.com/plan/486789"
"3625","•","MEPOL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.66351 / 84.67071","29  / 721 nm","","https://flightplandatabase.com/plan/486789"
"3626","•","BBS","VOR","W41 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","73  / 794 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/486789"
"3627","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","173  / 967 nm","","https://flightplandatabase.com/plan/486789"
"3628","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","204  / 1172 nm","","https://flightplandatabase.com/plan/486789"
"3629","•","PTN","VOR","G472 (AWY-LO)","16,700 / 5,090","16.81461 / 94.77667","172  / 1344 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/486789"
"3630","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1423 nm","YANGON INTL","https://flightplandatabase.com/plan/486789"
"3631","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/476086"
"3632","•","PTN","VOR","-","27,900 / 8,504","16.81461 / 94.77667","78  / 78 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/476086"
"3633","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","172  / 251 nm","","https://flightplandatabase.com/plan/476086"
"3634","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","204  / 455 nm","","https://flightplandatabase.com/plan/476086"
"3635","•","BBS","VOR","G472 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","173  / 628 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/476086"
"3636","•","MEPOL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.66351 / 84.67071","73  / 701 nm","","https://flightplandatabase.com/plan/476086"
"3637","•","DORIL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.42594 / 84.21458","29  / 731 nm","","https://flightplandatabase.com/plan/476086"
"3638","•","NOLOV","FIX","W41 (AWY-LO)","35,000 / 10,668","18.25701 / 81.99643","144  / 875 nm","","https://flightplandatabase.com/plan/476086"
"3639","•","MEPOK","FIX","-","35,000 / 10,668","18.07019 / 81.99821","11  / 886 nm","","https://flightplandatabase.com/plan/476086"
"3640","•","BUSBO","FIX","L301 (AWY-LO)","35,000 / 10,668","19.24951 / 78.12508","231  / 1118 nm","","https://flightplandatabase.com/plan/476086"
"3641","•","IBELA","FIX","L505 (AWY-LO)","35,000 / 10,668","19.37589 / 76.83219","73  / 1192 nm","","https://flightplandatabase.com/plan/476086"
"3642","•","MELAX","FIX","L505 (AWY-LO)","34,800 / 10,607","19.49864 / 75.63236","68  / 1260 nm","","https://flightplandatabase.com/plan/476086"
"3643","•","OPAKA","FIX","L505 (AWY-LO)","21,600 / 6,584","19.63917 / 74.54944","61  / 1322 nm","","https://flightplandatabase.com/plan/476086"
"3644","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","100  / 1423 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/476086"
"3645","O","VABB","APT","-","0 / 0","19.08898 / 72.86591","- / 0 nm","Bombay Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/406241"
"3646","•","OPAKA","FIX","-","35,000 / 10,668","19.63917 / 74.54944","100  / 100 nm","","https://flightplandatabase.com/plan/406241"
"3647","•","MELAX","FIX","L505 (AWY-LO)","35,000 / 10,668","19.49864 / 75.63236","61  / 162 nm","","https://flightplandatabase.com/plan/406241"
"3648","•","IBELA","FIX","L505 (AWY-LO)","35,000 / 10,668","19.37589 / 76.83219","68  / 231 nm","","https://flightplandatabase.com/plan/406241"
"3649","•","BUSBO","FIX","L505 (AWY-LO)","35,000 / 10,668","19.24951 / 78.12508","73  / 304 nm","","https://flightplandatabase.com/plan/406241"
"3650","•","MEPOK","FIX","L301 (AWY-LO)","35,000 / 10,668","18.07019 / 81.99821","231  / 536 nm","","https://flightplandatabase.com/plan/406241"
"3651","•","NOLOV","FIX","-","34,000 / 10,363","18.25701 / 81.99643","11  / 547 nm","","https://flightplandatabase.com/plan/406241"
"3652","•","DORIL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.42594 / 84.21458","144  / 691 nm","","https://flightplandatabase.com/plan/406241"
"3653","•","MEPOL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.66351 / 84.67071","29  / 721 nm","","https://flightplandatabase.com/plan/406241"
"3654","•","BBS","VOR","W41 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","73  / 794 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/406241"
"3655","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","173  / 967 nm","","https://flightplandatabase.com/plan/406241"
"3656","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","204  / 1172 nm","","https://flightplandatabase.com/plan/406241"
"3657","•","PTN","VOR","G472 (AWY-LO)","15,700 / 4,785","16.81461 / 94.77667","172  / 1344 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/406241"
"3658","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 1423 nm","YANGON INTL","https://flightplandatabase.com/plan/406241"
"3659","O","VABB","APT","-","0 / 0","19.08910 / 72.86560","- / 0 nm","Mumbai Chhatrapati Shivaji Intl","https://flightplandatabase.com/plan/1256738"
"3660","•","OPAKA","FIX","-","35,000 / 10,668","19.60580 / 74.54940","100  / 100 nm","","https://flightplandatabase.com/plan/1256738"
"3661","•","MELAX","FIX","L505 (AWY-HI)","35,000 / 10,668","19.49860 / 75.63250","61  / 161 nm","","https://flightplandatabase.com/plan/1256738"
"3662","•","IBELA","FIX","L505 (AWY-HI)","35,000 / 10,668","19.37580 / 76.83220","68  / 230 nm","","https://flightplandatabase.com/plan/1256738"
"3663","•","BUSBO","FIX","L505 (AWY-HI)","35,000 / 10,668","19.24940 / 78.12500","73  / 303 nm","","https://flightplandatabase.com/plan/1256738"
"3664","•","MEPOK","FIX","L301 (AWY-HI)","35,000 / 10,668","18.07030 / 81.99830","231  / 535 nm","","https://flightplandatabase.com/plan/1256738"
"3665","•","NOLOV","FIX","-","35,000 / 10,668","18.25610 / 81.99830","11  / 546 nm","","https://flightplandatabase.com/plan/1256738"
"3666","•","DORIL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.42580 / 84.21470","144  / 690 nm","","https://flightplandatabase.com/plan/1256738"
"3667","•","MEPOL","FIX","W41 (AWY-HI)","35,000 / 10,668","19.66250 / 84.67280","29  / 720 nm","","https://flightplandatabase.com/plan/1256738"
"3668","•","BBS","DME","W41 (AWY-HI)","35,000 / 10,668","20.24480 / 85.81130","73  / 793 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/1256738"
"3669","•","BOLUS","FIX","G472 (AWY-HI)","35,000 / 10,668","20.11390 / 86.17110","21  / 815 nm","","https://flightplandatabase.com/plan/1256738"
"3670","•","BIXON","FIX","G472 (AWY-HI)","35,000 / 10,668","19.91560 / 86.71360","32  / 848 nm","","https://flightplandatabase.com/plan/1256738"
"3671","•","BUBKO","FIX","G472 (AWY-HI)","35,000 / 10,668","19.18440 / 88.66420","118  / 966 nm","","https://flightplandatabase.com/plan/1256738"
"3672","•","SAGOD","FIX","G472 (AWY-HI)","35,000 / 10,668","17.93000 / 91.99690","204  / 1171 nm","","https://flightplandatabase.com/plan/1256738"
"3673","•","PTN","VOR","N895 (AWY-HI)","16,700 / 5,090","16.81460 / 94.77670","172  / 1343 nm","PATHEIN","https://flightplandatabase.com/plan/1256738"
"3674","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","78  / 1422 nm","YANGON INTL","https://flightplandatabase.com/plan/1256738"
"3675","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/1314895"
"3676","•","LATAD","FIX","-","35,000 / 10,668","17.00130 / 97.87960","100  / 100 nm","","https://flightplandatabase.com/plan/1314895"
"3677","•","MAKAS","FIX","G473 (AWY-HI)","35,000 / 10,668","16.82970 / 98.49690","36  / 137 nm","","https://flightplandatabase.com/plan/1314895"
"3678","•","PSL","DME","G473 (AWY-HI)","35,000 / 10,668","16.79140 / 100.27500","102  / 239 nm","PHITSANULOK TACAN","https://flightplandatabase.com/plan/1314895"
"3679","•","PSL","VOR","-","35,000 / 10,668","16.77040 / 100.29100","1  / 241 nm","PHITSANULOK","https://flightplandatabase.com/plan/1314895"
"3680","•","LOY","VOR","W27 (AWY-HI)","35,000 / 10,668","17.44710 / 101.72300","91  / 332 nm","LOEI","https://flightplandatabase.com/plan/1314895"
"3681","•","VTN","DME","B218 (AWY-HI)","35,000 / 10,668","18.01040 / 102.54000","57  / 390 nm","VIENTIANE VOR-DME","https://flightplandatabase.com/plan/1314895"
"3682","•","ALPHA","FIX","R335 (AWY-HI)","35,000 / 10,668","18.54330 / 103.32800","55  / 445 nm","","https://flightplandatabase.com/plan/1314895"
"3683","•","IDOTA","FIX","R335 (AWY-HI)","35,000 / 10,668","18.69330 / 105.13900","103  / 549 nm","","https://flightplandatabase.com/plan/1314895"
"3684","•","VIN","VOR","R335 (AWY-HI)","35,000 / 10,668","18.73410 / 105.66800","30  / 579 nm","VINH","https://flightplandatabase.com/plan/1314895"
"3685","•","KADIM","FIX","A206 (AWY-HI)","35,000 / 10,668","18.65220 / 106.09800","24  / 604 nm","","https://flightplandatabase.com/plan/1314895"
"3686","•","SATNO","FIX","-","35,000 / 10,668","18.87830 / 106.63900","33  / 637 nm","","https://flightplandatabase.com/plan/1314895"
"3687","•","1900N10700E","LATLON","-","35,000 / 10,668","19.00000 / 107.00000","21  / 659 nm","","https://flightplandatabase.com/plan/1314895"
"3688","•","XELOV","FIX","-","35,000 / 10,668","19.26170 / 108.18000","68  / 728 nm","","https://flightplandatabase.com/plan/1314895"
"3689","•","DABUB","FIX","-","35,000 / 10,668","19.52000 / 109.19300","59  / 787 nm","","https://flightplandatabase.com/plan/1314895"
"3690","•","SAMAS","FIX","A202 (AWY-HI)","35,000 / 10,668","20.50500 / 110.49500","94  / 882 nm","","https://flightplandatabase.com/plan/1314895"
"3691","•","GIVIV","FIX","G221 (AWY-HI)","35,000 / 10,668","20.95330 / 111.05500","41  / 923 nm","","https://flightplandatabase.com/plan/1314895"
"3692","•","BIGRO","FIX","G221 (AWY-HI)","35,000 / 10,668","21.57000 / 111.82700","56  / 980 nm","","https://flightplandatabase.com/plan/1314895"
"3693","•","ZUH75","FIX","R200 (AWY-HI)","35,000 / 10,668","21.73180 / 112.22900","24  / 1004 nm","","https://flightplandatabase.com/plan/1314895"
"3694","•","TOMUD","FIX","R200 (AWY-HI)","35,000 / 10,668","21.85830 / 112.54700","19  / 1024 nm","","https://flightplandatabase.com/plan/1314895"
"3695","•","ADBIN","FIX","R200 (AWY-HI)","35,000 / 10,668","21.96830 / 112.82200","16  / 1040 nm","","https://flightplandatabase.com/plan/1314895"
"3696","•","ZUH","VOR","R200 (AWY-HI)","35,000 / 10,668","22.22170 / 113.46700","38  / 1079 nm","LIANSHENGWEI","https://flightplandatabase.com/plan/1314895"
"3697","•","GLN","VOR","R200 (AWY-HI)","35,000 / 10,668","22.71000 / 114.03500","43  / 1122 nm","GUANLAN","https://flightplandatabase.com/plan/1314895"
"3698","•","VIPAP","FIX","R200 (AWY-HI)","35,000 / 10,668","22.76170 / 114.53200","27  / 1150 nm","","https://flightplandatabase.com/plan/1314895"
"3699","•","OVGOT","FIX","R200 (AWY-HI)","35,000 / 10,668","22.78330 / 114.75000","12  / 1162 nm","","https://flightplandatabase.com/plan/1314895"
"3700","•","SUMDO","FIX","R200 (AWY-HI)","35,000 / 10,668","22.90000 / 115.88200","63  / 1225 nm","","https://flightplandatabase.com/plan/1314895"
"3701","•","BEBEM","FIX","R200 (AWY-HI)","29,300 / 8,931","22.95000 / 116.36000","26  / 1252 nm","","https://flightplandatabase.com/plan/1314895"
"3702","•","SWA","VOR","A470 (AWY-HI)","21,300 / 6,492","23.44000 / 116.77000","37  / 1289 nm","SHANTOU","https://flightplandatabase.com/plan/1314895"
"3703","O","ZSAM","APT","-","0 / 0","24.54420 / 118.12800","99  / 1389 nm","Xiamen - Gaoqi Intl.","https://flightplandatabase.com/plan/1314895"
"3704","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/1297199"
"3705","•","PTN","VOR","-","27,900 / 8,504","16.81460 / 94.77670","78  / 78 nm","PATHEIN","https://flightplandatabase.com/plan/1297199"
"3706","•","SAGOD","FIX","N895 (AWY-HI)","35,000 / 10,668","17.93000 / 91.99690","172  / 251 nm","","https://flightplandatabase.com/plan/1297199"
"3707","•","BUBKO","FIX","G472 (AWY-HI)","35,000 / 10,668","19.18440 / 88.66420","204  / 455 nm","","https://flightplandatabase.com/plan/1297199"
"3708","•","BIXON","FIX","G472 (AWY-HI)","35,000 / 10,668","19.91560 / 86.71360","118  / 574 nm","","https://flightplandatabase.com/plan/1297199"
"3709","•","BOLUS","FIX","G472 (AWY-HI)","35,000 / 10,668","20.11390 / 86.17110","32  / 606 nm","","https://flightplandatabase.com/plan/1297199"
"3710","•","BBS","DME","G472 (AWY-HI)","35,000 / 10,668","20.24480 / 85.81130","21  / 628 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/1297199"
"3711","•","OPASA","FIX","G472 (AWY-HI)","35,000 / 10,668","20.58420 / 82.95640","161  / 790 nm","","https://flightplandatabase.com/plan/1297199"
"3712","•","IKOSI","FIX","G472 (AWY-HI)","35,000 / 10,668","20.71750 / 81.94830","57  / 847 nm","","https://flightplandatabase.com/plan/1297199"
"3713","•","EKADI","FIX","G472 (AWY-HI)","35,000 / 10,668","20.79420 / 81.37030","32  / 880 nm","","https://flightplandatabase.com/plan/1297199"
"3714","•","RUXAL","FIX","G472 (AWY-HI)","35,000 / 10,668","20.88720 / 80.64920","40  / 921 nm","","https://flightplandatabase.com/plan/1297199"
"3715","•","NNP","VOR","G472 (AWY-HI)","35,000 / 10,668","21.11160 / 79.01990","92  / 1013 nm","NAGPUR","https://flightplandatabase.com/plan/1297199"
"3716","•","ATMUV","FIX","G472 (AWY-HI)","35,000 / 10,668","21.18310 / 78.73560","16  / 1030 nm","","https://flightplandatabase.com/plan/1297199"
"3717","•","UPTAR","FIX","G472 (AWY-HI)","35,000 / 10,668","21.51170 / 77.68190","62  / 1092 nm","","https://flightplandatabase.com/plan/1297199"
